run_id,__done,python_file,total_energy_joules,execution_time_seconds,avg_power_watts,max_power_watts,min_power_watts,cpu_usage_avg,memory_usage_avg,results_set,benchmark,variant,log_path,energy_joules_log,exec_time_sec_log,energy_joules,exec_time_sec
run_0_repetition_0,DONE,ant_colony_optimization_algorithms/ant_colony_optimization_algorithms.py,0.591,0,2.941,2.941,2.941,16.019,39.201,results_2,ant_colony_optimization_algorithms,BASELINE,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_0_repetition_0/energibridge.log,0.5912202601432801,0.21707654,0.591,0
run_1_repetition_0,DONE,ant_colony_optimization_algorithms/ant_colony_optimization_algorithms_G1.py,0.588,0,2.898,2.898,2.898,19.398,39.175,results_2,ant_colony_optimization_algorithms,G1,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_1_repetition_0/energibridge.log,0.5883151507377625,0.21931916,0.588,0
run_2_repetition_0,DONE,ant_colony_optimization_algorithms/ant_colony_optimization_algorithms_G12.py,0.611,0,2.911,2.911,2.911,17.405,39.014,results_2,ant_colony_optimization_algorithms,G12,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_2_repetition_0/energibridge.log,0.611220030784607,0.22366463,0.611,0
run_3_repetition_0,DONE,ant_colony_optimization_algorithms/ant_colony_optimization_algorithms_G14.py,0.629,0,2.996,2.996,2.996,17.827,39.02,results_2,ant_colony_optimization_algorithms,G14,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_3_repetition_0/energibridge.log,0.6290719413757324,0.22566067,0.629,0
run_4_repetition_0,DONE,ant_colony_optimization_algorithms/ant_colony_optimization_algorithms_G3.py,0.61,0,2.903,2.903,2.903,13.797,39.059,results_2,ant_colony_optimization_algorithms,G3,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_4_repetition_0/energibridge.log,0.6095680403709411,0.22410405,0.61,0
run_5_repetition_0,DONE,ant_colony_optimization_algorithms/ant_colony_optimization_algorithms_G4.py,0.594,0,2.896,2.896,2.896,15.225,39.027,results_2,ant_colony_optimization_algorithms,G4,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_5_repetition_0/energibridge.log,0.5936130213737487,0.21578722,0.594,0
run_6_repetition_0,DONE,ant_colony_optimization_algorithms/ant_colony_optimization_algorithms_G6.py,0.597,0,2.94,2.94,2.94,17.077,39.057,results_2,ant_colony_optimization_algorithms,G6,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_6_repetition_0/energibridge.log,0.5967492039203645,0.23497546,0.597,0
run_7_repetition_0,DONE,ant_colony_optimization_algorithms/ant_colony_optimization_algorithms_G7.py,0.469,0,2.242,2.242,2.242,21.982,39.065,results_2,ant_colony_optimization_algorithms,G7,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_7_repetition_0/energibridge.log,0.468620276927948,0.23348509,0.469,0
run_8_repetition_0,DONE,ant_colony_optimization_algorithms/ant_colony_optimization_algorithms_G9.py,0.45,0,2.144,2.144,2.144,13.721,39.047,results_2,ant_colony_optimization_algorithms,G9,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_8_repetition_0/energibridge.log,0.4503447532653808,0.23017,0.45,0
run_9_repetition_0,DONE,ant_colony_optimization_algorithms/ant_colony_optimization_algorithms_OPTIMIZED.py,0.463,0,2.229,2.258,2.214,16.582,39.074,results_2,ant_colony_optimization_algorithms,OPTIMIZED,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_9_repetition_0/energibridge.log,0.4627049691677093,0.22931834,0.463,0
run_10_repetition_0,DONE,basic_string/basic_string.py,0.929,0,2.216,2.222,2.211,15.721,39.054,results_2,basic_string,BASELINE,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_10_repetition_0/energibridge.log,0.9286248936653136,0.43273878,0.929,0
run_11_repetition_0,DONE,basic_string/basic_string_G1.py,2.285,0,2.375,3.485,2.178,18.046,39.087,results_2,basic_string,G1,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_11_repetition_0/energibridge.log,2.285351644039154,1.0649979,2.285,0
run_12_repetition_0,DONE,basic_string/basic_string_G12.py,774.709,0,36.817,42.076,2.153,76.469,39.444,results_2,basic_string,G12,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_12_repetition_0/energibridge.log,774.7093289587496,20.956606,774.709,0
run_13_repetition_0,DONE,basic_string/basic_string_G14.py,3.625,0,2.937,3.647,2.51,19.498,39.121,results_2,basic_string,G14,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_13_repetition_0/energibridge.log,3.625342733860016,1.2707199,3.625,0
run_14_repetition_0,DONE,basic_string/basic_string_G3.py,4.374,0,3.01,3.76,2.409,18.543,39.134,results_2,basic_string,G3,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_14_repetition_0/energibridge.log,4.374288361787796,1.4852918,4.374,0
run_15_repetition_0,DONE,basic_string/basic_string_G4.py,3.386,0,2.769,3.468,2.35,22.562,39.15,results_2,basic_string,G4,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_15_repetition_0/energibridge.log,3.3856900057792663,1.2705473,3.386,0
run_16_repetition_0,DONE,basic_string/basic_string_G6.py,1.951,0,2.328,2.328,2.328,18.044,39.322,results_2,basic_string,G6,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_16_repetition_0/energibridge.log,1.9510802354812624,0.85401165,1.951,0
run_17_repetition_0,DONE,basic_string/basic_string_G7.py,2.532,0,2.414,2.49,2.312,20.173,39.325,results_2,basic_string,G7,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_17_repetition_0/energibridge.log,2.5324369962215423,1.0682851,2.532,0
run_18_repetition_0,DONE,basic_string/basic_string_G9.py,4.096,0,2.847,3.526,2.304,18.542,39.339,results_2,basic_string,G9,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_18_repetition_0/energibridge.log,4.096186026096343,1.4694227,4.096,0
run_19_repetition_0,DONE,basic_string/basic_string_OPTIMIZED.py,5912.04,0,45.243,48.251,2.24,80.527,39.682,results_2,basic_string,OPTIMIZED,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_19_repetition_0/energibridge.log,5912.0401796808255,130.77689,5912.04,0
run_20_repetition_0,DONE,convolution_neural_network/convolution_neural_network.py,1.434,0,3.499,3.538,3.46,18.956,39.274,results_2,convolution_neural_network,BASELINE,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_20_repetition_0/energibridge.log,1.4342242026329042,0.43090147,1.434,0
run_21_repetition_0,DONE,convolution_neural_network/convolution_neural_network_G1.py,1.367,0,3.31,3.31,3.31,20.251,39.235,results_2,convolution_neural_network,G1,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_21_repetition_0/energibridge.log,1.3669739487171173,0.42569274,1.367,0
run_22_repetition_0,DONE,convolution_neural_network/convolution_neural_network_G14.py,1.319,0,3.21,3.21,3.21,18.531,39.264,results_2,convolution_neural_network,G14,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_22_repetition_0/energibridge.log,1.3193268699645997,0.4314922,1.319,0
run_23_repetition_0,DONE,convolution_neural_network/convolution_neural_network_G3.py,1.242,0,2.965,2.965,2.965,18.679,39.306,results_2,convolution_neural_network,G3,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_23_repetition_0/energibridge.log,1.242490304470062,0.4427279,1.242,0
run_24_repetition_0,DONE,convolution_neural_network/convolution_neural_network_G4.py,0.576,0,2.743,2.743,2.743,12.147,39.259,results_2,convolution_neural_network,G4,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_24_repetition_0/energibridge.log,0.5760059237480163,0.22381295,0.576,0
run_25_repetition_0,DONE,convolution_neural_network/convolution_neural_network_G6.py,1.166,0,2.824,2.824,2.824,13.029,39.317,results_2,convolution_neural_network,G6,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_25_repetition_0/energibridge.log,1.1663724098205566,0.43305066,1.166,0
run_26_repetition_0,DONE,convolution_neural_network/convolution_neural_network_G7.py,1.126,0,2.686,2.686,2.686,15.398,39.32,results_2,convolution_neural_network,G7,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_26_repetition_0/energibridge.log,1.1255671088695525,0.45122346,1.126,0
run_27_repetition_0,DONE,convolution_neural_network/convolution_neural_network_OPTIMIZED.py,1.793,0,4.31,4.31,4.31,17.808,39.279,results_2,convolution_neural_network,OPTIMIZED,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_27_repetition_0/energibridge.log,1.7931571502685546,0.43543252,1.793,0
run_28_repetition_0,DONE,kmeans/kmeans.py,3.429,0,3.404,4.531,2.953,15.391,39.425,results_2,kmeans,BASELINE,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_28_repetition_0/energibridge.log,3.429371850013733,1.0624909,3.429,0
run_29_repetition_0,DONE,kmeans/kmeans_G1.py,3.065,0,3.119,4.327,2.879,18.166,39.416,results_2,kmeans,G1,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_29_repetition_0/energibridge.log,3.0654739639759065,1.0660739,3.065,0
run_30_repetition_0,DONE,kmeans/kmeans_G12.py,4.326,0,3.445,7.522,2.867,24.022,39.646,results_2,kmeans,G12,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_30_repetition_0/energibridge.log,4.326444899082184,1.4887059,4.326,0
run_31_repetition_0,DONE,kmeans/kmeans_G14.py,2.965,0,2.829,2.846,2.821,19.12,39.466,results_2,kmeans,G14,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_31_repetition_0/energibridge.log,2.964865929841995,1.069614,2.965,0
run_32_repetition_0,DONE,kmeans/kmeans_G3.py,3.118,0,2.981,3.17,2.839,18.704,39.396,results_2,kmeans,G3,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_32_repetition_0/energibridge.log,3.1175290012359618,1.0662423,3.118,0
run_33_repetition_0,DONE,kmeans/kmeans_G6.py,3.054,0,3.038,4.094,2.616,18.843,39.444,results_2,kmeans,G6,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_33_repetition_0/energibridge.log,3.054334140539169,1.0623646,3.054,0
run_34_repetition_0,DONE,kmeans/kmeans_G7.py,2.881,0,2.748,2.758,2.744,20.682,39.4,results_2,kmeans,G7,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_34_repetition_0/energibridge.log,2.881161505937576,1.0633218,2.881,0
run_35_repetition_0,DONE,kmeans/kmeans_G9.py,2.947,0,2.819,2.886,2.729,19.033,39.404,results_2,kmeans,G9,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_35_repetition_0/energibridge.log,2.947125318288803,1.0632135,2.947,0
run_36_repetition_0,DONE,kmeans/kmeans_OPTIMIZED.py,3.896,0,3.14,3.821,2.73,26.562,39.671,results_2,kmeans,OPTIMIZED,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_36_repetition_0/energibridge.log,3.895832395792007,1.2895008,3.896,0
run_37_repetition_0,DONE,linear_discriminant_analysis/linear_discriminant_analysis.py,0.542,0,2.682,2.682,2.682,15.875,39.314,results_2,linear_discriminant_analysis,BASELINE,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_37_repetition_0/energibridge.log,0.5417577714920044,0.22026134,0.542,0
run_38_repetition_0,DONE,linear_discriminant_analysis/linear_discriminant_analysis_G1.py,0.544,0,2.591,2.591,2.591,16.864,39.322,results_2,linear_discriminant_analysis,G1,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_38_repetition_0/energibridge.log,0.5442149090766907,0.22734667,0.544,0
run_39_repetition_0,DONE,linear_discriminant_analysis/linear_discriminant_analysis_G12.py,0.531,0,2.663,2.734,2.628,17.059,39.314,results_2,linear_discriminant_analysis,G12,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_39_repetition_0/energibridge.log,0.530935854434967,0.2233778,0.531,0
run_40_repetition_0,DONE,linear_discriminant_analysis/linear_discriminant_analysis_G14.py,0.56,0,2.678,2.678,2.678,15.63,39.339,results_2,linear_discriminant_analysis,G14,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_40_repetition_0/energibridge.log,0.5597539167404174,0.23126912,0.56,0
run_41_repetition_0,DONE,linear_discriminant_analysis/linear_discriminant_analysis_G3.py,0.545,0,2.596,2.596,2.596,21.852,39.346,results_2,linear_discriminant_analysis,G3,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_41_repetition_0/energibridge.log,0.5451180839538574,0.22974417,0.545,0
run_42_repetition_0,DONE,linear_discriminant_analysis/linear_discriminant_analysis_G4.py,0.543,0,2.585,2.585,2.585,15.392,39.341,results_2,linear_discriminant_analysis,G4,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_42_repetition_0/energibridge.log,0.5427632904052734,0.22302784,0.543,0
run_43_repetition_0,DONE,linear_discriminant_analysis/linear_discriminant_analysis_G6.py,1.021,0,4.958,4.958,4.958,18.924,39.306,results_2,linear_discriminant_analysis,G6,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_43_repetition_0/energibridge.log,1.0212484340667725,0.22026767,1.021,0
run_44_repetition_0,DONE,linear_discriminant_analysis/linear_discriminant_analysis_G7.py,0.694,0,3.401,3.401,3.401,20.879,39.304,results_2,linear_discriminant_analysis,G7,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_44_repetition_0/energibridge.log,0.6938421363830566,0.21929237,0.694,0
run_45_repetition_0,DONE,linear_discriminant_analysis/linear_discriminant_analysis_G9.py,0.704,0,3.353,3.353,3.353,21.758,39.317,results_2,linear_discriminant_analysis,G9,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_45_repetition_0/energibridge.log,0.7041751956939697,0.22626033,0.704,0
run_46_repetition_0,DONE,linear_discriminant_analysis/linear_discriminant_analysis_OPTIMIZED.py,0.691,0,3.289,3.289,3.289,13.424,39.324,results_2,linear_discriminant_analysis,OPTIMIZED,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_46_repetition_0/energibridge.log,0.6905858159065247,0.22491246,0.691,0
run_47_repetition_0,DONE,n_body_simulation/n_body_simulation.py,1.376,0,3.285,3.285,3.285,17.122,39.353,results_2,n_body_simulation,BASELINE,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_47_repetition_0/energibridge.log,1.3764129381179808,0.43223962,1.376,0
run_48_repetition_0,DONE,n_body_simulation/n_body_simulation_G1.py,1.384,0,3.302,3.302,3.302,17.637,39.365,results_2,n_body_simulation,G1,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_48_repetition_0/energibridge.log,1.3835451118946076,0.43316594,1.384,0
run_49_repetition_0,DONE,n_body_simulation/n_body_simulation_G12.py,5.315,0,3.693,4.584,3.247,38.931,39.876,results_2,n_body_simulation,G12,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_49_repetition_0/energibridge.log,5.315237219810486,1.4927526,5.315,0
run_50_repetition_0,DONE,n_body_simulation/n_body_simulation_G14.py,1.334,0,3.255,3.255,3.255,18.815,39.403,results_2,n_body_simulation,G14,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_50_repetition_0/energibridge.log,1.3344279551506042,0.42587078,1.334,0
run_51_repetition_0,DONE,n_body_simulation/n_body_simulation_G3.py,1.337,0,3.254,3.254,3.254,16.29,39.389,results_2,n_body_simulation,G3,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_51_repetition_0/energibridge.log,1.3373788883686066,0.43074915,1.337,0
run_52_repetition_0,DONE,n_body_simulation/n_body_simulation_G4.py,1.265,0,3.055,3.055,3.055,26.687,39.434,results_2,n_body_simulation,G4,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_52_repetition_0/energibridge.log,1.2648394174575806,0.42249548,1.265,0
run_53_repetition_0,DONE,n_body_simulation/n_body_simulation_G6.py,1.261,0,3.025,3.025,3.025,16.245,39.425,results_2,n_body_simulation,G6,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_53_repetition_0/energibridge.log,1.2612170519828796,0.4327687,1.261,0
run_54_repetition_0,DONE,n_body_simulation/n_body_simulation_G7.py,1.268,0,3.038,3.075,3.025,14.425,39.442,results_2,n_body_simulation,G7,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_54_repetition_0/energibridge.log,1.2675103037357331,0.43755347,1.268,0
run_55_repetition_0,DONE,n_body_simulation/n_body_simulation_G9.py,1.271,0,3.035,3.057,3.012,14.872,39.419,results_2,n_body_simulation,G9,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_55_repetition_0/energibridge.log,1.2714562196731567,0.4373684,1.271,0
run_56_repetition_0,DONE,n_body_simulation/n_body_simulation_OPTIMIZED.py,1.287,0,3.071,3.071,3.071,22.263,39.406,results_2,n_body_simulation,OPTIMIZED,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_56_repetition_0/energibridge.log,1.2866437497138976,0.4345786,1.287,0
run_57_repetition_0,DONE,sequential_minimum_optimization/sequential_minimum_optimization.py,342.894,0,9.802,12.036,3.017,20.194,39.971,results_2,sequential_minimum_optimization,BASELINE,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_57_repetition_0/energibridge.log,342.8937692489624,34.86904,342.894,0
run_58_repetition_0,DONE,sequential_minimum_optimization/sequential_minimum_optimization_G1.py,380.51,0,10.757,13.232,2.332,19.775,40.086,results_2,sequential_minimum_optimization,G1,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_58_repetition_0/energibridge.log,380.5095764591696,35.290974,380.51,0
run_59_repetition_0,DONE,sequential_minimum_optimization/sequential_minimum_optimization_G14.py,353.78,0,10.113,12.192,3.072,19.73,39.896,results_2,sequential_minimum_optimization,G14,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_59_repetition_0/energibridge.log,353.78020756053905,34.87695,353.78,0
run_60_repetition_0,DONE,sequential_minimum_optimization/sequential_minimum_optimization_G3.py,327.447,0,9.53,11.78,2.473,19.826,39.934,results_2,sequential_minimum_optimization,G3,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_60_repetition_0/energibridge.log,327.4468056604864,34.240395,327.447,0
run_61_repetition_0,DONE,sequential_minimum_optimization/sequential_minimum_optimization_G4.py,333.316,0,9.526,12.215,2.243,20.305,39.945,results_2,sequential_minimum_optimization,G4,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_61_repetition_0/energibridge.log,333.316274294376,34.866215,333.316,0
run_62_repetition_0,DONE,sequential_minimum_optimization/sequential_minimum_optimization_G6.py,337.117,0,9.52,11.446,2.36,19.73,39.977,results_2,sequential_minimum_optimization,G6,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_62_repetition_0/energibridge.log,337.11696184420595,35.29178,337.117,0
run_63_repetition_0,DONE,sequential_minimum_optimization/sequential_minimum_optimization_G7.py,25.438,0,6.736,11.544,2.379,19.594,39.909,results_2,sequential_minimum_optimization,G7,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_63_repetition_0/energibridge.log,25.43821060037613,3.79108,25.438,0
run_64_repetition_0,DONE,sequential_minimum_optimization/sequential_minimum_optimization_OPTIMIZED.py,12.815,0,5.097,12.505,2.415,19.761,39.885,results_2,sequential_minimum_optimization,OPTIMIZED,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_64_repetition_0/energibridge.log,12.814817971944809,2.7246103,12.815,0
run_65_repetition_0,DONE,sol1/sol1.py,0.956,0,2.321,2.321,2.321,20.512,39.611,results_2,sol1,BASELINE,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_65_repetition_0/energibridge.log,0.9561997833251954,0.4303506,0.956,0
run_66_repetition_0,DONE,sol1/sol1_G1.py,0.962,0,2.307,2.307,2.307,20.386,39.574,results_2,sol1,G1,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_66_repetition_0/energibridge.log,0.9620368630886078,0.4362681,0.962,0
run_67_repetition_0,DONE,sol1/sol1_G12.py,82.235,0,11.884,16.451,2.284,25.849,40.47,results_2,sol1,G12,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_67_repetition_0/energibridge.log,82.23484857463838,6.882283,82.235,0
run_68_repetition_0,DONE,sol1/sol1_G14.py,0.981,0,2.342,2.342,2.342,17.485,39.621,results_2,sol1,G14,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_68_repetition_0/energibridge.log,0.9813077931404112,0.4491655,0.981,0
run_69_repetition_0,DONE,sol1/sol1_G3.py,0.989,0,2.383,2.449,2.361,16.561,39.61,results_2,sol1,G3,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_69_repetition_0/energibridge.log,0.9891702167987824,0.43874067,0.989,0
run_70_repetition_0,DONE,sol1/sol1_G4.py,0.943,0,2.348,2.44,2.317,19.934,39.599,results_2,sol1,G4,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_70_repetition_0/energibridge.log,0.9431171650886536,0.42192027,0.943,0
run_71_repetition_0,DONE,sol1/sol1_G6.py,0.886,0,2.233,2.451,2.16,24.836,39.607,results_2,sol1,G6,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_71_repetition_0/energibridge.log,0.8856457829475403,0.4278298,0.886,0
run_72_repetition_0,DONE,sol1/sol1_G7.py,0.937,0,2.329,2.459,2.286,16.253,39.619,results_2,sol1,G7,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_72_repetition_0/energibridge.log,0.9373305821418764,0.42998496,0.937,0
run_73_repetition_0,DONE,sol1/sol1_G9.py,0.993,0,2.37,2.409,2.331,21.527,39.654,results_2,sol1,G9,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_73_repetition_0/energibridge.log,0.9930823867321014,0.43573087,0.993,0
run_74_repetition_0,DONE,sol1/sol1_OPTIMIZED.py,80.137,0,11.569,15.947,2.2,25.448,40.51,results_2,sol1,OPTIMIZED,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_74_repetition_0/energibridge.log,80.13712238550184,6.8784914,80.137,0
run_75_repetition_0,DONE,sol1_problem180/sol1_problem180.py,0.992,0,2.395,2.395,2.395,19.385,39.62,results_2,sol1_problem180,BASELINE,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_75_repetition_0/energibridge.log,0.9916182346343994,0.42408344,0.992,0
run_76_repetition_0,DONE,sol1_problem180/sol1_problem180_G1.py,0.976,0,2.329,2.329,2.329,14.614,39.644,results_2,sol1_problem180,G1,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_76_repetition_0/energibridge.log,0.976005339860916,0.43421298,0.976,0
run_77_repetition_0,DONE,sol1_problem180/sol1_problem180_G12.py,0.465,0,2.324,2.324,2.324,40.099,39.64,results_2,sol1_problem180,G12,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_77_repetition_0/energibridge.log,0.46470208168029786,0.21755226,0.465,0
run_78_repetition_0,DONE,sol1_problem180/sol1_problem180_G14.py,1.343,0,2.138,2.138,2.138,17.685,39.65,results_2,sol1_problem180,G14,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_78_repetition_0/energibridge.log,1.3425913896560668,0.6417357,1.343,0
run_79_repetition_0,DONE,sol1_problem180/sol1_problem180_G3.py,0.45,0,2.252,2.252,2.252,18.509,39.635,results_2,sol1_problem180,G3,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_79_repetition_0/energibridge.log,0.4504624366760254,0.21925558,0.45,0
run_80_repetition_0,DONE,sol1_problem180/sol1_problem180_G4.py,1.215,0,2.941,2.941,2.941,17.538,39.804,results_2,sol1_problem180,G4,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_80_repetition_0/energibridge.log,1.2145819878578186,0.4245717,1.215,0
run_81_repetition_0,DONE,sol1_problem180/sol1_problem180_G6.py,1.26,0,3.006,3.006,3.006,17.319,39.805,results_2,sol1_problem180,G6,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_81_repetition_0/energibridge.log,1.25969752907753,0.43362042,1.26,0
run_82_repetition_0,DONE,sol1_problem180/sol1_problem180_G7.py,0.94,0,2.281,2.281,2.281,12.353,39.793,results_2,sol1_problem180,G7,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_82_repetition_0/energibridge.log,0.9397550630569458,0.42471588,0.94,0
run_83_repetition_0,DONE,sol1_problem180/sol1_problem180_G9.py,0.953,0,2.275,2.275,2.275,17.962,39.822,results_2,sol1_problem180,G9,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_83_repetition_0/energibridge.log,0.9530238466262816,0.43877673,0.953,0
run_84_repetition_0,DONE,sol1_problem180/sol1_problem180_OPTIMIZED.py,0.497,0,2.376,2.376,2.376,32.502,39.957,results_2,sol1_problem180,OPTIMIZED,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_84_repetition_0/energibridge.log,0.49658737325668334,0.257636,0.497,0
run_85_repetition_0,DONE,two_hidden_layers_neural_network/two_hidden_layers_neural_network.py,0.478,0,2.289,2.289,2.289,15.025,39.948,results_2,two_hidden_layers_neural_network,BASELINE,/Users/kellywang/Desktop/GreenLab/RESULTS/results_2/benchmarks_energy_analysis/run_85_repetition_0/energibridge.log,0.4784977262020111,0.22872593,0.478,0
