Metric,N,Energy Mean (J),Energy Median (J),Energy SD (J),Energy IQR (J),Power Mean (W),Power Median (W),CPU Mean (%),Memory Mean (MB)
All Data,910,89.50,0.99,495.65,2.35,4.22,2.62,20.13,39.48
