variant,n_benchmarks,energy_median,energy_mean_overall,time_median,cpu_median,memory_median,power_median
G12,7,40.76568150642224,17030.49544636389,NA,37.37801412034702,0.5250573687863147,7.453499264017119
G14,9,0.07631040644487656,20.20064899387236,NA,3.467546879890728,0.009677090760925901,-2.8064251163639584
G9,7,3.109290634891079,35.295427619231454,NA,2.49948204144732,0.07725156656045433,3.239757500868824
