benchmark,variant,n_runs,energy_mean,energy_median,energy_sd,energy_iqr,energy_cv,baseline_energy_mean,energy_pct_vs_baseline,energy_median_pct_vs_baseline,power_mean,power_pct_vs_baseline,time_mean,time_pct_vs_baseline,cpu_mean,memory_mean,outlier_rate
sol1,OPTIMIZED,10,79.2676,79.346,4.592438935661285,2.911750000000012,5.793588976657909,0.9041,8667.569959075325,8239.043615344193,11.5233,425.8419275349093,0,NA,24.1307,40.3255,10
sol1_problem180,BASELINE,10,1.0981,1.049,0.28361611378763374,0.28600000000000003,25.827894890049514,1.0981,0,0,2.644,0,0,NA,16.2592,39.501,0
sol1_problem180,G1,10,1.0027,0.956,0.3014413707505989,0.03774999999999995,30.062967063987127,1.0981,-8.687733357617716,-8.865586272640607,2.4064,-8.986384266263238,0,NA,16.1531,39.4612,30
sol1_problem180,G12,10,0.4858,0.4655,0.13213023877977365,0.035999999999999976,27.198484722061266,1.0981,-55.75994900282306,-55.62440419447092,2.3624,-10.650529500756432,0,NA,33.3975,39.3756,30
sol1_problem180,G14,10,1.4382,1.3929999999999998,0.3736337481783166,0.07350000000000012,25.97926214562068,1.0981,30.9716783535197,32.793136320305045,2.3259,-12.031013615733746,0,NA,16.9955,39.3892,40
sol1_problem180,G3,10,0.4813,0.4635,0.12562912790343558,0.03674999999999995,26.10204194960224,1.0981,-56.169747746106914,-55.815061963775015,2.3392,-11.527987897125573,0,NA,15.7351,39.4024,40
sol1_problem180,G4,10,1.0253,0.9424999999999999,0.2949632933848625,0.2642500000000001,28.76848662682751,1.0981,-6.629633002458791,-10.152526215443283,2.4659999999999997,-6.732223903177019,0,NA,18.347,39.4216,0
sol1_problem180,G6,10,1.0388,0.93,0.26475221119630576,0.26275000000000004,25.48635071200479,1.0981,-5.400236772607242,-11.344137273593889,2.4959,-5.601361573373689,0,NA,17.6313,39.3431,10
sol1_problem180,G7,10,0.9417,0.933,0.11837046365823982,0.027249999999999774,12.569869773626403,1.0981,-14.24278298879884,-11.05815061963774,2.2967,-13.135400907715589,0,NA,16.0812,39.3344,30
sol1_problem180,G9,10,0.8946000000000001,0.909,0.17914872778411423,0.047250000000000125,20.02556760385806,1.0981,-18.532009835169838,-13.346043851286932,2.1417,-18.99773071104387,0,NA,16.4756,39.3437,30
sol1_problem180,OPTIMIZED,10,0.7305,0.685,0.30993700076700176,0.43000000000000005,42.42806307556492,1.0981,-33.476004006921045,-34.69971401334603,2.3122,-12.549167927382765,0,NA,30.493000000000002,39.3899,0
two_hidden_layers_neural_network,BASELINE,10,0.4829,0.46950000000000003,0.047894444122233815,0.025749999999999995,9.918087414005761,0.4829,0,0,2.3221,0,0,NA,15.517,39.3847,20
two_hidden_layers_neural_network,G1,10,0.4481,0.4625,0.06154032101891499,0.02024999999999999,13.733613260190802,0.4829,-7.206460965003106,-1.4909478168264123,2.1503,-7.39847551785021,0,NA,16.3283,39.3917,10
two_hidden_layers_neural_network,G3,10,0.4961,0.464,0.14747689084508575,0.012499999999999956,29.727250724669574,0.4829,2.733485193621866,-1.1714589989350381,2.3051,-0.7320959476336034,0,NA,14.9696,39.4022,20
two_hidden_layers_neural_network,G6,10,0.4497,0.4595,0.0828050588900085,0.013000000000000012,18.413399797644765,0.4829,-6.875129426382276,-2.1299254526091604,2.168,-6.636234442961099,0,NA,14.9465,39.4118,30
two_hidden_layers_neural_network,G7,10,0.4498,0.459,0.0865599342780609,0.018749999999999933,19.24409388129411,0.4829,-6.854421205218475,-2.2364217252396186,2.1522,-7.316653029585278,0,NA,15.2304,39.414699999999996,30
two_hidden_layers_neural_network,OPTIMIZED,10,0.4509,0.4625,0.11724092004642973,0.021499999999999964,26.00153471865818,0.4829,-6.626630772416643,-1.4909478168264123,2.176,-6.291718702898224,0,NA,16.212699999999998,39.4318,40
